street_name,num_of_rooms,size,location,final_price,sold_year,initial_price,floor_num,year_built
Bullerholmsgränd,140.0,70, Vårberg,3850000,2019,3993775,3,1942
Åsbacken,177.0,30, Bromma,15300000,2019,13950000,3,1925
Stamgatan,4.0,86, Älvsjö,2500000,2019,2450000,3,1958
Liljeholmstorget,2.0,73, Liljeholmen,4400000,2019,3950000,5,2005
Bäckvägen,1.0,36, Midsommarkransen,2325000,2019,1995000,1,1943
Sjöviksbacken,2.0,44, Liljeholmshöjden-Liljeholmskajen,3200000,2019,2795000,1,2015
Svandammsvägen,1.0,35, Midsommarkransen,2800000,2019,2195000,1,1939
Heleneborgsgatan,2.0,41, Södermalm Högalid,4000000,2019,3250000,2,1928
Repslagargatan,4.0,114, Södermalm,10400000,2019,10400000,3,1934
Bygärdesvägen,3.0,68, Spånga,2100000,2019,1895000,2,1964
Lindvallsplan,2.0,37, Södermalm,4500000,2019,3995000,7,1931
Götgatan,3.0,65, Södermalm,4800000,2018,4495000,6,1983
Narvavägen,2.0,65, Östermalm,5790000,2018,5790000,6,1983
Hildebergsvägen,2.0,58, Liljeholmen,3290000,2017,3290000,2,2006
Kungstensgatan,2.0,53, Vasastan,6000000,2019,4995000,4,1982
Responsgatan,3.0,78, Telefonplan,4700000,2018,3995000,4,1929
Midsommarvägen,3.0,53, Midsommarkransen,3200000,2018,2495000,2,1944
Sigfridsvägen,2.0,54, Aspudden,3620000,2018,3195000,2,1949
Tellusborgsvägen,1.5,35, Telefonplan,2660000,2018,2250000,1,1972
Tellusborgsvägen,2.0,44, Telefonplan,2760000,2018,2450000,1,2011
Schlytersvägen,2.0,52, Aspudden,3560000,2018,2995000,2,1947
Sparbanksvägen,3.0,60, Hägerstensåsen,3525000,2018,2750000,2,1945
Tellusborgsvägen,2.0,42, Telefonplan,3200000,2018,2695000,2,1917
Hägerstensvägen,2.0,50, Aspudden,3365000,2018,2795000,3,1946
Valsbergs,2.0,44, Midsommarkransen,2675000,2018,2275000,2,1944
Vattenledningsvägen,2.0,59, Midsommarkransen,4150000,2018,3650000,3,1910
Liljeholmsgränd,3.0,73, Liljeholmen,4945000,2018,4795000,6,2015
Liljeholmsgränd,3.0,73, Liljeholmen,4945000,2018,4795000,6,2015
Responsgatan,2.0,48, Telefonplan,3725000,2018,3450000,3,1929
Tellusborgsvägen,1.5,35, Telefonplan,2630000,2018,2375000,3,1972
Oktavgatan,3.0,63, Telefonplan,4630000,2018,3994823,3,1972
Tellusgången,4.0,100, Telefonplan,5730000,2018,4995000,3,2015
Radiusbacken,3.0,74, Telefonplan,4630000,2018,4295000,1,2011
Klaviaturgatan,3.0,84, Telefonplan,4800000,2018,4450000,2,2009
Valsbergs,3.0,53, Midsommarkransen,3225000,2018,2495000,2,1944
Styrbjörnsvägen,2.0,58, Aspudden,3660000,2018,2995090,2,1944
Dansbanevägen,2.0,61, Telefonplan,3050000,2018,3050000,2,1946
Vapengatan,3.0,73, Aspudden,5030000,2018,3995000,1,1949
Oktavgatan,1.0,36, Telefonplan,2630000,2018,2250000,3,2009
Ture,3.0,71, Telefonplan,5060000,2018,3995000,4,2009
Tellusborgsvägen,3.0,66, Telefonplan,4100000,2018,3795000,2,2011
Erik,1.0,31, Aspudden,2175000,2018,1675000,2,1938
Midsommargränd,2.0,55, Midsommarkransen,3600000,2018,2975000,2,2009
Sibeliusgången,1.0,49, Kista,2000000,2019,1595000,12,1975
Lummerstigen,2.0,39, Herrängen,2995000,2019,2995000,12,2019
Herrängsvägen,6.0,123, Älvsjö,6250000,2019,5950000,12,2014
Västmannagatan,2.0,62, Vasastan,6300000,2019,5495000,12,1907
Kallforsvägen,3.0,67, Bandhagen,2650000,2019,2650000,12,1953
Skebokvarnsvägen,1.0,33, Högdalen,2000000,2019,1695000,2,2006
Förlandagränd,2.5,48, Älvsjö,2100000,2019,2100000,2,1968
Slättåkragränd,4.0,95, Östberga,2450000,2019,2195000,1,1968
Älvsåkersgränd,3.0,83, Älvsjö,2375000,2019,1995000,1,1968
Eldsbergagränd,3.0,83, Älvsjö,2250000,2019,2300000,1,1960
Älvsåkersgränd,2.0,57, Östberga,1900000,2019,1900000,1,1968
Älvsåkersgränd,3.0,83, Älvsjö,2200000,2019,1995000,1,1968
Mickelsbergsvägen,1.0,22, Älvsjö,1995000,2019,1995000,1,2018
Skebokvarnsvägen,2.0,61, Högdalen,2250000,2019,2250000,8,1956
Hallsbergsgatan,2.0,49, Hagsätra,1900000,2019,2050000,8,2015
Örby,2.0,47, Örby Slott,2620000,2019,2490000,3,2016
Lärkstigen,6.0,113, Nälsta,5995000,2019,5995000,3,1935
Lärkstigen,6.0,113, Nälsta,5995000,2019,5995000,3,1935
Rådmansgatan,4.0,83, Vasastan,5500000,2019,5350000,1,1957
Båtbyggargatan,3.0,91, Hammarby Sjöstad,5250000,2019,4995000,2,2002
Slätbaksvägen,2.0,45, Årsta,2495000,2018,2495000,3,1943
Redargatan,1.0,29, Hammarby Sjöstad,2600000,2019,2195000,5,2009
Lugnets,2.0,76, Hammarby Sjöstad,4530000,2019,4295000,3,2001
Båtbyggargatan,3.0,70, Hammarby Sjöstad,5200000,2019,4695000,3,2006
Klippgatan,1.0,23, Sofia,2500000,2019,1995000,1,1929
Kellgrensgatan,3.0,79, Kungsholmen,6200000,2019,5995000,11,2015
Warfvinges,2.0,54, Kungsholmen,4300000,2019,4295000,10,2015
Roslagsgatan,1.0,33, Vasastan,3420000,2019,2995000,1,1929
Alströmergatan,2.0,45, Kungsholmen,3890000,2019,3495000,2,1931
Sandalettgatan,4.0,105, Älvsjöstaden,5300000,2019,5300000,5,2019
Gösta,2.0,80, Hägersten,3200000,2019,2795000,1,1968
Stångåvägen,2.0,54, Bagarmossen,2350000,2019,2195000,1,1954
Sockenvägen,3.0,64, Gamla Enskede,3500000,2019,3495000,2,1944
Bastugatan,2.0,31, Södermalm,3510000,2019,2950000,2,1930
Pepparvägen,2.0,47, Hökarängen,2410000,2019,1995000,2,2011
Erik,2.0,46, Gärdet,4060000,2019,3400000,3,1935
Bolmensvägen,2.0,47, Årsta,3114000,2019,2395000,3,1943
Sandfjärdsgatan,3.0,78, Årsta,3700000,2019,2995000,4,1961
Borensvägen,2.0,55, Årsta,2900000,2019,2395000,2,1945
Blekingegatan,2.0,55, Södermalm-Katarina,3780000,2016,3493530,2,1945
Sickla,3.0,83, Hammarby Sjöstad,5255000,2016,4995000,3,2002
Aktergatan,2.0,59, Hammarby Sjöstad,4005000,2016,3796208,3,2002
Hästholmsvägen,1.0,23, Södermalm,2425000,2016,1895000,1,1945
Erstagatan,1.5,49, Södermalm-Sofo,3450000,2016,3395669,1,1945
Falsterbovägen,3.0,64, Björkhagen,3800000,2016,3395000,2,1948
Hammarby,1.0,37, Hammarby Sjöstad,3100000,2016,3100000,5,2016
Per,2.0,41, Hammarbyhöjden,2700000,2016,2295918,5,2016
Fredriksdalsgatan,3.0,81, Hammarby Sjöstad,6100000,2017,6100000,6,2016
Pastellvägen,1.0,25, Globen,2380000,2016,1894904,6,2016
Pastellvägen,1.0,25, Globen,2380000,2016,1894904,6,2016
Åmänningevägen,1.0,42, Årsta,2500000,2017,1995000,4,2004
Aktergatan,4.0,92, Hammarby Sjöstad,7050000,2017,6851311,4,2004
Styrbordsgatan,2.0,80, Hammarby Sjöstad,7250000,2017,5699685,4,2004
Korphoppsgatan,3.0,93, Hammarby Sjöstad,5200000,2019,5200000,1,2003
Aktergatan,2.0,45, Hammarby Sjöstad,3900000,2017,3900000,2,2002
Korphoppsgatan,2.0,45, Hammarby Sjöstad,3010000,2018,3010000,2,2002
Styrbordsgatan,3.0,82, Hammarby Sjöstad,5900000,2018,5900000,2,2002
Styrbordsgatan,3.0,85, Hammarby Sjöstad,5495000,2018,5495000,2,2002
Redargatan,2.0,60, Hammarby Sjöstad,3650000,2018,3694331,2,2002
Slätbaksvägen,1.0,27, Årsta,2140000,2018,1849611,2,2002
Harpsundsvägen,1.0,47, Bandhagen,2000000,2019,1995000,1,1954
Villagatan,2.0,63, Djurgården,7000000,2019,6750000,3,1938
Aktergatan,3.0,82, Hammarby Sjöstad,5100000,2018,5193482,3,1938
Lugnets,3.0,97, Hammarby Sjöstad,5595000,2018,5697556,3,1938
Sickla,3.0,81, Hammarby Sjöstad,4900000,2019,4995000,3,2002
Sjöfartsgatan,4.0,91, Hammarby Sjöstad,7100000,2019,6395000,4,2007
Korphoppsgatan,3.0,79, Hammarby Sjöstad,4600000,2019,4495000,5,2003
Konvojgatan,4.0,89, Hammarby Sjöstad,6630000,2019,5650000,5,2007
Lugnets,1.0,49, Hammarby Sjöstad,3000000,2019,2795000,4,2002
Konvojgatan,4.0,90, Hammarby Sjöstad,6430000,2019,6430000,2,2007
Jungfrugatan,2.0,50, Gärdet,4550000,2019,4250000,1,1936
Odelbergsvägen,1.0,41, Enskede Gård,2870000,2019,2500000,2,1931
Erik,4.0,77, Spånga Bromsten,2520000,2019,2195000,2,1964
Bergsmarksvägen,2.0,58, Essingeöarna,4155000,2019,3795000,1,1939
Gubbkärrsvägen,3.0,78, Nockebyhov,4100000,2019,4195000,3,2016
Tombolavägen,2.0,51, Västberga,2750000,2019,2350000,2,1946
Kubbegatan,1.0,37, Sköndal,2165000,2019,1590000,2,1956
Ernst,2.0,67, Fredhäll,4630000,2019,4700000,3,1931
Surbrunnsgatan,2.0,43, Östermalm,4505000,2019,3995000,2,1885
Fridhemsgatan,3.0,107, Kungsholmen,9160000,2019,7500000,4,1904
Storskärsgatan,2.5,76, Gärdet,7050000,2019,6950000,4,1935
Drottninggatan,3.0,92, Norrmalm,9500000,2019,9950000,4,1886
Brahegatan,3.0,79, Karlaplan,8700000,2019,8950000,3,1886
Brahegatan,3.0,79, Karlaplan,8700000,2019,8950000,3,1886
Nybrogatan,3.5,94, Östermalm,8500000,2019,8450000,1,1888
Ringarstigen,7.0,171, Bromma,10150000,2019,10250000,3,1950
Klockarstigen,6.0,91, Bromma,6500000,2019,6595000,3,1939
Prostvägen,7.0,118, Bromma,8600000,2019,8395000,3,1936
Drömstigen,10.0,255, Bromma,16000000,2019,14500000,3,1923
Zornvägen,6.0,130, Bromma,8995000,2019,8995000,3,1938
Mälarblick,7.0,130, Bromma,7800000,2019,7495000,3,1962
Britadalsvägen,5.0,100, Bromma,6860000,2019,6700000,3,2013
Ebonitgränd,5.0,104, Bromma,6550000,2019,5995000,3,2007
Hasselbergsvägen,151.0,81, Bromma,13620000,2019,12500000,3,1936
Stenhammarsvägen,6.0,85, Bromma,8200000,2019,7500000,3,1945
Mjölvägen,8.0,100, Bromma,6050000,2019,5795000,3,1943
Magnus,2.5,56, Maria,4050000,2019,3795000,2,1988
Östersundsgatan,1.0,42, Vällingby Parkstad,2040000,2019,1695000,1,2017
Gamla,2.0,44, Örby,2475000,2019,2550000,2,1927
Fyrspannsgatan,2.0,38, Hässelby Strand,2045000,2019,1995000,11,2016
Aprikosgatan,3.0,73, Hässelby Strand,2410000,2019,2195000,5,1958
Mörsilsgatan,1.0,29, Vällingby Centrum,1630000,2019,1495000,3,1955
Fyrspannsgatan,2.0,38, Hässelby Strand,2270000,2019,1995000,12,2016
Heliosgatan,1.0,39, Hammarby Sjöstad,2900000,2019,2900000,7,2018
Grevgatan,2.0,80, Östermalm,8500000,2019,8500000,4,1902
Drottningholmsvägen,2.0,51, Riksby,2750000,2019,2475000,1,1942
Sköndalsvägen,107.0,55, Farsta stadsdelsområde,5200000,2019,4950000,1,1961
Kubikenborgsvägen,139.0,64, Stureby,9125000,2019,7950000,1,1928
Tegnebyvägen,69.0,69, Bromma,7000000,2019,6995000,1,1932
Lilla,135.0,20, Bredäng,5500000,2019,4795000,1,1965
Lilla,135.0,20, Bredäng,5500000,2019,4795000,1,1965
Boxergränd,195.0,44, Sköndal,5200000,2019,4250000,1,1969
Bodgränd,153.0,54, Spånga,7560000,2019,6475000,1,1971
Odd,3.0,86, Bredäng-Mälarhöjden,2850000,2019,2795000,2,1991
Norra,4.0,95, Birkastan,6600000,2019,6500000,3,1991
Karlbergsvägen,2.0,68, Vasastan,6550000,2019,5995000,2,1889
Strålgatan,1.0,35, Lilla Essingen Kungsholmen,3010000,2019,2495000,2,1939
Beckomberga,4.0,129, Bromma,6700000,2019,6750000,3,2017
Bondegatan,3.0,105, Södermalm,10050000,2019,10050000,5,1914
Repslagargatan,2.0,54, Södermalm,4750000,2019,4495000,6,1992
Nina,2.0,54, Hagastaden,4200000,2019,4095000,5,2018
Nina,3.0,71, Hagastaden,5700000,2019,5695000,8,2018
Tappvägen,4.0,96, Bromma,5075000,2019,4795000,4,2011
Ivar,3.0,55, Aspudden,4000000,2019,3295000,3,1948
Sandfjärdsgatan,3.0,76, Årsta,2900000,2019,2575000,3,1960
Karen,3.0,85, Bromma,3800000,2019,3595000,8,2014
Skillinggränd,1.0,34, Nedre Kungsholmen,3450000,2019,2995000,8,1927
Slipgatan,2.0,41, Södermalm,3420000,2019,2950000,1,1939
Kvarnbacksvägen,3.0,73, Bromma,3500000,2019,3395000,3,1943
Vintrosagatan,3.0,82, Hagsätra,2150000,2019,1995000,7,1959
Strindbergsgatan,2.0,52, Gärdet,4450000,2019,4250000,3,1931
Starrängsringen,3.0,71, Gärdet,6300000,2019,6195000,1,1991
Helsingforsgatan,1.0,36, Husby,1600000,2019,1600000,3,1975
Ludvigsbergsgatan,1.0,34, Södermalm,3000000,2019,2850000,3,1963
Valhallavägen,4.0,139, Vasastan Östermalm,11000000,2019,10200000,1,1892
Sickla,3.0,83, Hammarby Sjöstad,7500000,2019,6895000,2,2001
Fredriksdalsgatan,4.0,97, Hammarby Sjöstad,7200000,2019,6995000,6,2018
Nykroppagatan,2.0,63, Område,2300000,2019,2195000,2,1958
Klockhammarsgränd,1.0,38, Område,1850000,2019,1750000,4,2007
Skeppstavägen,4.0,92, Bandhagen,3000000,2019,2875000,3,2007
Årdalavägen,104.0,85, Älvsjö,5400000,2019,5000000,3,1959
Årdalavägen,104.0,85, Älvsjö,5400000,2019,5000000,3,1959
Fiskebyvägen,140.0,40, Stureby,9650000,2019,7895000,3,1945
Hammerstavägen,82.0,82, Farsta stadsdelsområde,5700000,2019,5495000,3,1942
Bivägen,134.0,130, Älvsjö,9300000,2019,7995000,3,1965
Våruddsringen,137.0,107, Vårberg,6200000,2019,5900000,3,1978
Regeringsgatan,2.0,74, Östermalm,6500000,2019,6195000,4,1982
Rödabergsgatan,3.0,102, Vasastan,8800000,2019,9000000,5,1925
Annebodavägen,88.0,30, Östberga,5100000,2019,4490000,5,1960
Lammholmsbacken,113.0,19, Skärholmen,4200000,2019,4475000,5,1969
Forsbackagatan,4.0,87, Farsta,4900000,2019,4750000,5,1958
Fållnäsgatan,70.0,70, Enskede,6844000,2019,5995000,5,1953
Kammakargatan,3.5,71, Centrum,5000000,2019,5300000,1,1939
Njurundagatan,1.0,30, Råcksta,1575000,2019,1595000,2,1959
Rävsnäsvägen,5.0,124, Örby Slott,4600000,2019,4195000,1,2017
Engelbrektsgatan,3.0,90, Östermalm,9900000,2019,9700000,1,1881
Styrmansgatan,3.0,72, Östermalm,7450000,2018,7450000,2,1917
Regeringsgatan,4.0,121, Norrmalm,9950000,2018,9950000,1,1929
Banérgatan,3.0,81, Östermalm,9050000,2018,9050000,1,1929
Styrmansgatan,2.0,47, Östermalm,5200000,2018,5200000,3,1917
Styrmansgatan,1.5,33, Östermalm,3900000,2019,3900000,1,1930
Heliosgatan,3.0,93, Hammarby Sjöstad,5395000,2019,5395000,4,2018
Luntmakargatan,2.0,57, Vasastan,4000000,2018,4250000,1,1939
Banérgatan,3.0,72, Östermalm,6250000,2018,6550000,5,1951
Banérgatan,3.0,72, Östermalm,6250000,2018,6550000,5,1951
Linnégatan,1.0,32, Östermalm,3700000,2018,2995000,1,1885
Gyllenstiernsgatan,1.0,20, Östermalm,2540000,2018,2150000,6,1951
Styrmansgatan,2.0,52, Östermalm,6175000,2018,5150125,6,1951
Gyllenstiernsgatan,1.0,19, Östermalm,2425000,2019,2150000,2,1951
Nybrogatan,3.0,97, Östermalm,11150000,2018,10750000,3,1952
Västmannagatan,4.0,84, Vasastan,7775000,2019,6950000,2,1969
Birger,4.0,106, Östermalm,11250000,2019,9525000,4,1896
Skeppargatan,4.0,99, Östermalm,10900000,2019,9250000,3,1908
Furusundsgatan,2.0,55, Gärdet,4550000,2019,4200000,5,1938
Kungsgatan,4.0,115, Kungsholmen,12600000,2019,9750000,3,1938
Grev,3.0,94, Östermalm,14500000,2019,14500000,5,1883
Parkgatan,2.0,56, Kungsholmen,4950000,2019,5095000,1,1899
Björnidegränd,8.0,127, Kälvesta,3930000,2019,2900000,1,1974
Gästrikegatan,2.0,65, Vasastan,6325000,2019,5950000,2,1904
Norr,3.0,107, Kungsholmen,11000000,2015,9001636,4,2003
Lützengatan,2.5,53, Karlaplan,6500000,2017,5850585,4,2003
Karlavägen,4.0,118, Östermalm,10800000,2017,10404624,4,2003
Lilla,1.0,32, Gamla Stan,3430000,2019,3750000,2,1680
Brantingsgatan,2.0,44, Gärdet,4310000,2017,4100000,3,1938
Riddargatan,3.0,103, Östermalm,11850000,2017,11800000,6,1902
Kommendörsgatan,2.0,55, Östermalm,5320000,2017,5200000,1,1898
Riddargatan,3.0,97, Östermalm,9200000,2018,9797657,1,1898
Sunnanbyplan,4.0,104, Rinkeby,2395000,2019,2395000,3,1969
Karlavägen,1.0,28, Östermalm,3800000,2018,3499079,3,1969
Karlavägen,6.0,222, Karlaplan,26500000,2019,27000000,5,1913
Spannvägen,3.0,82, Bromma,4000000,2019,3995000,2,2008
Ringsjövägen,3.0,51, Bromma Norra Ängby,6300000,2019,5995000,7,1933
Fjugestagränd,4.0,75, Ormkärr,2300000,2019,2250000,3,1960
Ålsten,9.0,280, Bromma Ålsten,18000000,2018,18900000,3,1928
Björkbacksvägen,2.0,47, Ulvsunda,2420000,2019,1995000,1,1940
Hagagatan,1.0,31, Vasastan,3370000,2019,2650000,4,1906
Ålstensgatan,3.0,83, Bromma Ålsten,7850000,2019,7495000,3,1926
Ålstensgatan,3.0,83, Bromma Ålsten,7850000,2019,7495000,3,1926
Lisebergsvägen,122.0,17, Älvsjö,5000000,2019,5275000,3,1966
Saxlandsvägen,71.0,73, Bromma,6750000,2019,6750000,3,1938
Blomkronegränd,140.0,18, Hässelby Villastad,3700000,2019,3675000,3,1974
Fastingsgatan,143.0,86, Mälarhöjden,11200000,2019,10695000,3,1935
Ribegatan,139.0,15, Kista,4110000,2019,3795000,3,1979
Odengatan,3.0,89, Östermalm,11250000,2019,11250000,1,1904
Borgarfjordsgatan,3.0,97, Kista,3395000,2019,3395000,10,2015
Borgarfjordsgatan,4.0,98, Kista,3395000,2019,3395000,4,2015
Almbygatan,2.0,47, Rinkeby,2070000,2019,2070000,9,2017
Borgarfjordsgatan,4.0,98, Kista,3395000,2019,3395000,3,2015
Cedergrensvägen,1.0,35, Telefonplan,2620000,2019,2095000,2,1938
Grindsgatan,1.0,40, Södermalm,3500000,2019,2895000,3,1973
Karlsviksgatan,2.0,61, Kungsholmen,6100000,2019,6100000,1,1973
Teknologgatan,2.5,67, Vasastan,7800000,2019,8095000,1,1898
Fatburs,3.0,80, Södermalm,5700000,2019,5700000,7,1898
Skagafjordsgatan,3.0,67, Kista Gård,2630000,2019,2590000,2,2011
Västertorpsvägen,2.0,69, Hägersten,2500000,2019,2500000,1,1995
Brännkyrkagatan,2.0,36, Södermalm Högalid,3300000,2019,3350000,4,1942
Midskeppsgatan,2.0,72, Hammarby Sjöstad,4700000,2019,4495000,1,2004
Dalagatan,4.0,93, Vasastan Odenplan,8875000,2019,8500000,2,1913
Heleneborgsgatan,2.0,57, Södermalm,4200000,2019,3995000,3,1927
Mjölvägen,5.0,110, Bromma Bällsta,5550000,2019,5495000,3,1942
Tavastgatan,1.5,44, Södermalm Mariaberget,3700000,2019,3800000,2,1937
Liljeholmsvägen,4.0,76, Liljeholmen,5310000,2019,4795000,4,1937
Sickla,1.5,53, Hammarby Sjöstad,3200000,2019,2995000,4,2001
Eriksbergsgatan,4.0,148, Östermalm,16500000,2019,16995000,4,1937
Heleneborgsgatan,3.5,77, Södermalm,7450000,2019,7450000,3,1912
Franzéngatan,4.0,108, Kungsholmen,7162500,2019,7250000,1,2011
Franzéngatan,4.0,108, Kungsholmen,7162500,2019,7250000,1,2011
Ekstocksvägen,3.0,64, Spånga,2550000,2019,2495000,1,1996
Svärdlångsvägen,3.0,67, Enskede-Årsta-Vantör,2795000,2015,2595171,1,1996
Tellusborgsvägen,3.0,75, Hägersten-Liljeholmen,3895000,2015,3895000,3,1972
Borensvägen,2.0,42, Enskede-Årsta-Vantör,2560000,2015,1995000,1,1944
Sköntorpsvägen,1.5,43, Årsta,2475000,2016,2099236,1,1944
Tämnarvägen,2.0,46, Enskede-Årsta-Vantör,2650000,2015,2195526,1,1944
Åmänningevägen,3.0,58, Årsta,2500000,2016,2550000,3,1946
Skälderviksplan,2.0,54, Årsta,2730000,2016,2375000,2,1951
Bränningevägen,2.0,56, Årsta,3150000,2016,2575000,3,1951
Borensvägen,3.0,76, Årsta,3980000,2017,3475000,3,1944
Sköntorpsvägen,3.0,67, Årsta,3975000,2017,3975000,2,1948
Eklångsvägen,2.0,43, Årsta,2600000,2018,2475000,3,1945
Årstavägen,2.0,55, Årsta,2690000,2018,2475000,1,1947
Storsjövägen,2.0,57, Årsta,2600000,2017,1975000,1,1946
Slätbaksvägen,2.0,42, Årsta,2315000,2018,2175000,1,1943
Steningevägen,3.0,78, Årsta,4620000,2017,4175000,7,1948
Åmänningevägen,2.0,57, Årsta,2550000,2018,2575757,7,1948
Storsjövägen,2.0,56, Årsta,2375000,2018,2375000,2,1944
Ymsenvägen,2.0,57, Årsta,3260000,2018,2975000,1,1946
Järnlundsvägen,2.0,55, Årsta,2760000,2018,2575000,4,1953
Sköntorpsvägen,2.0,41, Årsta,2510000,2018,2375000,3,1964
Johanneshovsvägen,2.0,50, Årsta,3300000,2018,2995000,5,2017
Ymsenvägen,2.0,57, Årsta,3430000,2018,2975000,6,1946
Årstavägen,2.0,50, Årsta,2670000,2018,2475000,3,1946
Malgomajvägen,1.0,30, Årsta,2075000,2018,1894977,3,1946
Ottsjövägen,3.0,77, Årsta,3800000,2018,3575000,3,1947
Sköntorpsvägen,2.0,52, Årsta,2740000,2018,2475000,2,1947
Sköntorpsvägen,2.0,47, Årsta,2600000,2018,2375000,2,1944
Slätbaksvägen,3.0,56, Årsta,2760000,2018,2475000,1,1943
Bränningevägen,2.0,56, Årsta,2700000,2019,2575000,2,1951
Åmänningevägen,3.0,55, Årsta,2475000,2019,2475000,3,1946
Möckelvägen,2.0,40, Årsta,2480000,2019,2475000,1,1942
Sköntorpsvägen,1.5,32, Årsta,2410000,2018,2175000,4,1964
Sköntorpsvägen,1.5,32, Årsta,2190000,2019,2175000,6,1963
Slätbaksvägen,2.0,45, Årsta,2530000,2019,2175000,1,1943
Slätbaksvägen,2.0,45, Årsta,2530000,2019,2175000,1,1943
Siljansvägen,3.0,75, Årsta,3520000,2019,3175000,2,1947
Tämnarvägen,2.0,46, Årsta,2680000,2019,2275000,3,1945
Ralångsvägen,2.5,57, Årsta,3000000,2019,2675000,2,1944
David,3.0,95, Norrmalm,7300000,2019,7450000,4,1882
Glanshammarsgatan,3.0,82, Hagsätra,2420000,2019,1995000,2,1997
Jönåkersvägen,2.0,57, Svedmyra,2810000,2019,2195000,2,1950
Skagersvägen,2.0,58, Årsta,3000000,2019,2575000,1,1944
Sandfjärdsgatan,2.0,58, Enskede-Årsta-Vantör,2790000,2015,2394849,1,1944
Årstavägen,3.0,74, Enskede-Årsta-Vantör,4125000,2015,3495762,1,1944
Sandfjärdsgatan,4.0,92, Enskede-Årsta-Vantör,3950000,2015,2895894,1,1944
Möckelvägen,2.0,42, Enskede-Årsta-Vantör,2700000,2015,2295918,1,1944
Årstavägen,3.0,72, Enskede-Årsta-Vantör,3370000,2015,3349900,1,1944
Stamgatan,3.0,78, Enskede-Årsta-Vantör,2250000,2015,2195121,1,1944
Ymsenvägen,3.0,68, Årsta,4110000,2016,3696043,1,1944
Stamgatan,3.5,62, Enskede-Årsta-Vantör,2180000,2015,1850594,1,1944
Möckelvägen,2.0,44, Årsta,2405000,2016,2600000,1,1944
Ymsenvägen,1.0,22, Årsta,2300000,2016,1975000,6,1948
Järnlundsvägen,1.0,25, Årsta,2300000,2016,1975000,7,1951
Hjälmarsvägen,2.0,46, Årsta,2750000,2016,2450980,7,1951
Orrfjärdsgränd,2.0,60, Årsta,2900000,2016,2650000,3,1963
Rämensvägen,2.0,50, Årsta,3020000,2016,2550000,3,1945
Gullmarsvägen,1.0,28, Årsta,2710000,2016,2175000,1,1947
Årstavägen,3.0,63, Årsta,3175000,2016,3175000,3,1946
Sköntorpsvägen,2.0,47, Årsta,2950000,2017,2475000,1,1945
Glindragränd,2.0,54, Årsta,3175000,2017,3175000,3,2016
Kolsnarsvägen,2.0,43, Årsta,2700000,2017,2375000,3,1945
Järnlundsvägen,2.0,56, Årsta,2975000,2017,2475000,3,1951
Årstavägen,3.0,57, Årsta,3500000,2017,2775000,1,1945
Slätbaksvägen,2.0,45, Årsta,2645000,2017,2350000,2,1945
Siljansvägen,3.0,56, Årsta,3200000,2017,2775000,1,1945
Sandfjärdsgatan,2.0,32, Årsta,2230000,2018,1949300,1,1945
Slätbaksvägen,2.0,43, Årsta,2470000,2017,2275000,1,1944
Svärdlångsvägen,3.0,72, Årsta,3475000,2018,3375000,2,1952
Svärdlångsvägen,3.0,74, Årsta,3550000,2018,3650000,2,1989
Eklångsvägen,2.0,44, Årsta,2650000,2018,2375000,1,1944
Sköntorpsvägen,2.0,41, Årsta,2700000,2018,2675000,9,1963
Rämensvägen,2.0,51, Årsta,2520000,2018,2375000,1,1945
Malgomajvägen,3.0,70, Årsta,3275000,2018,3275000,2,1948
Järnlundsvägen,2.0,41, Årsta,2400000,2018,2150000,6,1953
Storsjövägen,2.0,61, Årsta,3415000,2018,3075000,6,2007
