street_name,num_of_rooms,size,location,final_price,sold_year,initial_price,floor_num,year_built
Hälsingegatan,4.0,90, Vasastan Hagastaden,7620000,2019,7495000,5,2018
Långbrokungens,4.0,102, Älvsjö,4495000,2018,4495000,3,2005
Puckgränd,2.0,58, Västertorp,2580000,2018,2195744,3,2005
Skeppargatan,2.0,50, Östermalm,4920000,2019,4500000,1,1929
Skeppargatan,2.0,50, Östermalm,4920000,2019,4500000,1,1929
Linnégatan,7.0,303, Östermalm,62000000,2019,60600000,6,2019
Rådmansgatan,2.0,53, Vasastan,5400000,2019,4975000,1,1890
Kristinebergsvägen,2.0,46, Kungsholmen,3900000,2019,3195000,1,1979
Grevgatan,2.0,57, Östermalm,6550000,2019,5675000,2,1884
Grev,2.0,46, Östermalm,4625000,2019,4625000,2,1929
Strahlenbergsgatan,2.0,47, Johanneshov,3015000,2019,2395000,1,1937
Maltesholmsvägen,2.5,60, Hässelby-Vällingby,2100000,2019,2100000,2,1957
Mörsilsgatan,3.5,80, Hässelby-Vällingby,3000000,2019,2695000,2,1954
Rabattvägen,3.0,70, Hässelby-Vällingby,2600000,2019,2295000,3,2012
Östersundsgatan,4.0,91, Hässelby-Vällingby,3400000,2019,3195000,1,2017
Astrakangatan,2.0,60, Hässelby-Vällingby,2125000,2019,1795000,1,1984
Rissnavägen,3.0,80, Spånga,1600000,2019,1575000,1,1997
Maltesholmsvägen,2.0,46, Hässelby-Vällingby,2180000,2019,1875000,1,1956
Mirabellbacken,1.0,33, Hässelby-Vällingby,1600000,2019,1095000,1,1957
Hornsgatan,1.0,42, Högalid,3300000,2019,3150000,1,1942
Sandhamnsgatan,1.0,33, Gärdet,2800000,2019,2800000,1,2007
Responsgatan,1.0,35, Telefonplan,2345000,2019,2345000,2,2019
Responsgatan,1.0,34, Telefonplan,2250000,2019,2250000,1,1968
Döbelnsgatan,1.0,30, Vasastan,3420000,2019,2750000,4,1928
Responsgatan,1.0,35, Telefonplan,2295000,2019,2295000,1,2019
Södra,2.0,65, Kungsholmen,6500000,2019,5495000,2,1884
Tallbacksvägen,2.0,55, Bromma Ulvsunda,2900000,2019,2450000,2,1918
Responsgatan,1.0,34, Telefonplan,2495000,2019,2795000,1,1968
Rörstrandsgatan,3.0,91, Vasastan,9550000,2019,8250000,1,1925
Skeppargatan,2.0,44, Östermalm Nedre Gärdet,3920000,2019,3595000,1,1931
Mitisgatan,2.0,35, Kungsholmen,3800000,2019,2995000,2,1926
Sankt,1.5,37, Vasastan,3900000,2019,3495000,2,1930
Blomsterkungsvägen,117.0,10, Hässelby Backlura,4150000,2019,3995000,2,1973
Kärvbacken,89.0,112, Sundby,5300000,2019,4975000,2,1946
Kärvbacken,89.0,112, Sundby,5300000,2019,4975000,2,1946
Stora,108.0,37, Norra Ängby,7120000,2019,7990000,2,1931
Presidentvägen,159.0,72, Enskede,10685000,2019,9850000,2,1927
Creutzgatan,1.0,40, Kungsholmen,3400000,2019,2950000,2,1927
Ståltrådsvägen,2.0,57, Bromma,2600000,2019,2600000,3,1945
Birger,3.0,68, Vasastan,7800000,2019,6795000,3,1924
Pontonjärgatan,2.0,60, Kungsholmen,4875000,2019,4795000,5,1924
Garvargatan,2.0,43, Kungsholmen,4500000,2019,3750000,3,1932
Hornsgatan,1.0,27, Högalid,2720000,2019,2395000,4,1928
Drachmannsgatan,4.0,133, Blackeberg,4650000,2019,4495000,4,1993
Tellusborgsvägen,2.0,53, Telefonplan,3775000,2019,2995000,6,2010
Rabattvägen,3.0,68, Hässelby-Vällingby,2550000,2019,2295000,5,2010
Stamgatan,2.0,48, Östberga,1825000,2019,1595000,2,1959
Essingestråket,2.0,40, Stora Essingen,3000000,2019,2795000,4,1959
Tenstavägen,4.0,109, Tensta,1850000,2019,1850000,1,1967
Lill-Jans,3.0,76, Östermalm,10650000,2019,8950000,4,1896
Döbelnsgatan,1.0,31, Vasastan,3450000,2019,2650000,4,1881
Narvavägen,2.0,52, Östermalm,6300000,2019,5650000,3,1898
Spannvägen,2.0,39, Bromma Abrahamsberg,2500000,2019,2500000,2,1942
Johannelundsvägen,3.0,80, Spånga Sundby,2460000,2019,2295000,2,1948
Hildebergsvägen,4.0,95, Liljeholmskajen,5495000,2019,5495000,2,2005
Tomtebogatan,1.0,38, Vasastan,3415000,2019,2495000,2,1909
Sköntorpsvägen,4.0,81, Årsta,4720000,2019,3795000,2,1991
Tegnérgatan,6.0,193, Vasastan,17050000,2019,17250000,4,1886
Liljeholmsvägen,2.0,57, Liljeholmen,4850000,2019,3895000,8,1886
Didrik,2.0,34, Gamla Stan,3550000,2019,3600000,3,1880
Skebokvarnsvägen,2.0,57, Bandhagen,2270000,2019,1995000,2,1954
Prästgårdsgränd,3.0,74, Älvsjö,3000000,2019,2490000,2,1985
Esplundagränd,5.0,103, Ormkärr,2850000,2019,2850000,2,1962
Fageredsgränd,2.0,57, Östberga,2110000,2019,1890000,3,1969
Sätragårdsvägen,6.0,125, Sätra,5950000,2019,5490000,3,1968
Sandalettgatan,2.0,52, Älvsjö,3000000,2019,2995000,3,2019
Alva,1.0,36, Fruängen,2150000,2019,1790000,4,2014
Alva,1.0,36, Fruängen,2150000,2019,1790000,4,2014
Fageredsgränd,2.0,57, Östberga,2195000,2019,1790000,3,1969
Eksätravägen,6.0,121, Bredäng,5000000,2019,4690000,3,1967
Vårholmsbackarna,3.0,82, Vårberg,2000000,2019,1790000,2,1968
Anna,1.0,27, Fruängen,2100000,2019,1590000,3,1958
Kabelverksgatan,3.0,79, Älvsjö,4000000,2019,3995000,5,2019
Norrtullsgatan,3.0,77, Vasastan,8375000,2019,6995000,6,1987
Valhallavägen,2.0,62, Östermalm,6200000,2019,6150000,6,1973
Igeldammsgatan,2.0,59, Kungsholmen,5350000,2019,5350000,2,2017
Råckstavägen,2.0,58, Vällingby Råcksta,2400000,2019,1995000,5,2009
Multrågatan,4.0,93, Vällingby,3150000,2019,2895000,2,2008
Rorgängargatan,3.0,66, Hammarby Sjöstad,3875000,2019,3975000,2,2004
Kärrgränd,6.0,114, Vällingby,4900000,2019,4395000,2,1969
Kommendörsgatan,3.5,95, Östermalm,9050000,2019,8995000,1,1969
Fridhemsgatan,4.0,92, Kungsholmen,7600000,2019,7475000,1,1903
Silverpilsvägen,4.0,97, Älvsjö,5260000,2019,4850000,2,2015
Johan,4.0,98, Älvsjö,5070000,2019,4850000,1,2012
Heliosgatan,3.0,83, Hammarby Sjöstad,5600000,2019,5595000,8,2012
Lill-Jans,2.0,65, Östermalm,7400000,2019,7390000,3,1896
Tellusborgsvägen,4.0,94, Hägersten,6750000,2019,6750000,3,1896
Johannes,3.0,142, Norrmalm,21300000,2019,21300000,6,1930
Artillerigatan,1.5,38, Östermalm,4300000,2019,3995000,5,1936
Margaretavägen,4.0,101, Gamla Enskede,10600000,2019,8950000,5,1911
Rindögatan,1.0,29, Gärdet,2700000,2019,2595000,5,1911
Per,2.0,38, Hammarbyhöjden,2700000,2019,2700000,3,1938
Astrakangatan,92.0,18, Hässelby,3355000,2019,3095000,3,1956
Olshammarsgatan,3.0,69, Ormkärr,2165000,2019,1795000,5,1960
Fatburs,2.0,51, Södermalm Maria,3625000,2019,3495000,1,1991
Alströmergatan,2.0,46, Kungsholmen,4150000,2019,3675000,1,1928
Creutzgatan,1.0,18, Kungsholmen,2360000,2019,1995000,3,1927
Stackvägen,6.0,135, Spånga,5400000,2019,5300000,3,1973
Glavagatan,2.0,62, Farsta Strand,2710000,2019,2650000,4,1993
Luntmakargatan,2.0,51, Vasastan,6120000,2019,5995000,4,1993
Valhallavägen,2.0,58, Vasastan,6300000,2019,5995000,4,1993
Sjösabrinken,2.0,37, Högdalen,1900000,2019,1795000,4,1955
Ekshäradsgatan,4.0,90, Farsta Farsta,3275000,2019,3195000,8,1983
Vivelvägen,6.0,110, Älvsjö,8100000,2019,7475000,8,1945
Nystadsgatan,3.0,73, Akalla,2200000,2019,2200000,4,1976
Grusåsgränd,3.0,82, Enskede,3400000,2019,2995000,4,1979
Trollesundsvägen,3.0,80, Högdalen,3000000,2019,2495000,1,1953
Alströmergatan,2.0,49, Kungsholmen,3525000,2018,3450000,4,1928
Dianavägen,2.0,45, Östermalm,3000000,2019,2695000,1,1939
Torsgatan,2.0,51, Vasastan,4275000,2019,3875000,6,2009
Sveavägen,2.0,42, Vasastan,4551000,2019,4475000,4,1929
Sveavägen,4.0,153, Centrum,16850000,2019,14950000,5,1929
Essinge,2.0,31, Essingeöarna,2650000,2019,2295000,4,1929
Ekholmsvägen,3.0,81, Skärholmen,2705000,2019,2695000,6,1968
Lilla,3.0,128, Gamla Stan,14850000,2019,13900000,1,1736
Nystadsgatan,1.0,29, Akalla,1300000,2019,1300000,1,1976
Geijersvägen,1.5,40, Thorildsplan,3150000,2019,3100000,1,1980
Bergslagsvägen,2.0,56, Bromma Åkeshov,3010000,2019,2595000,2,1941
Björkbacksvägen,3.0,69, Ulvsunda,4100000,2019,3495000,2,1918
Tunnlandsvägen,2.5,85, Bromma,3890000,2019,3890000,2,1998
Johannes,3.0,122, Norrmalm,18300000,2019,18300000,6,1930
Heliosgatan,3.0,93, Hammarby Sjöstad,5500000,2019,5395000,4,2018
Heliosgatan,3.0,78, Hammarby Sjöstad,5195000,2019,5195000,6,2018
Heliosgatan,3.0,93, Hammarby Sjöstad,5495000,2019,5495000,3,2018
Heliosgatan,4.0,104, Hammarby Sjöstad,6300000,2019,6350000,5,2018
Hunnebergsvägen,1.5,43, Bromma Traneberg,2625000,2019,2395000,3,1936
Floragatan,4.0,122, Östermalm,16300000,2019,16500000,5,1884
Hallandsgatan,1.0,23, Södermalm,2500000,2019,2500000,3,1929
Sandhamnsgatan,2.0,54, Gärdet,3310000,2019,2950000,3,1943
Falkholmsgränd,4.0,108, Vårberg,2110000,2019,1990000,2,1967
Ekholmsvägen,3.0,74, Vårberg,2080000,2019,2250000,6,2000
Ålgrytebacken,3.0,80, Bredäng,2600000,2019,1990000,1,1963
Ålgrytebacken,2.0,46, Bredäng,2000000,2019,1490000,1,1963
Heklagatan,6.0,147, Kistahöjden,5430000,2019,5550000,1,2014
Helgagatan,1.0,29, Södermalm,2900000,2019,2580000,2,1927
Marmorgatan,1.0,28, Södermalm,2400000,2019,2295000,9,1950
Färgargårdstorget,3.0,78, Södermalm,5200000,2019,4980000,9,1981
Färgargårdstorget,2.0,55, Södermalm,4200000,2019,3895000,3,1981
Bergsunds,2.0,42, Södermalm,4650000,2019,3595000,5,1981
Artillerigatan,2.0,45, Östermalm,5700000,2019,4995000,4,1981
Porlabacken,3.0,70, Hagsätra,1860000,2019,1875000,3,1958
Värtavägen,1.0,28, Östermalm Gärdet,3180000,2019,2550000,2,1934
Tomtebogatan,2.0,37, Vasastan Birkastan,3900000,2018,3400000,1,1926
Norrbackagatan,2.0,59, Vasastan Birkastan,5350000,2019,4950000,1,1926
Upplandsgatan,2.0,61, Vasastan Odenplan,5450000,2019,5250000,2,1904
Hagagatan,2.5,71, Vasastan Odenplan,6500000,2019,6150000,2,1930
Lidnersgatan,2.0,47, Kristineberg,3785000,2019,3595000,4,1938
Rålambsvägen,3.0,72, Fredhäll,5750000,2019,5495000,4,1935
Virkesvägen,4.0,101, Hammarby Sjöstad,6595000,2019,6595000,7,2018
Anders,2.0,50, Reimersholme,4580000,2019,3750000,3,1943
Sickla,3.0,87, Hammarby Sjöstad,5555000,2019,4995000,2,2002
Brunflogatan,4.0,67, Vällingby,4625000,2019,4495000,2,1952
Ringdansvägen,1.0,37, Midsommarkransen,2950000,2019,2350000,1,1910
Mellanbergsvägen,3.0,51, Midsommarkransen,2575000,2019,2600000,2,1943
Valborgsmässovägen,2.0,63, Midsommarkransen,3930000,2019,3295000,1,1964
Ekensbergsvägen,5.0,104, Gröndal,6620000,2019,5995000,3,1964
Loviselundsvägen,6.0,163, Hässelby-Vällingby,5700000,2019,5195000,3,1927
Loviselundsvägen,6.0,163, Hässelby-Vällingby,5700000,2019,5195000,3,1927
Alpvägen,3.0,70, Bromma,4150000,2019,3795000,5,2007
Husabyvägen,2.0,51, Aspudden,3460000,2019,2795000,3,1945
Katrinebergsbacken,4.0,97, Liljeholmen,5495000,2019,5495000,1,1993
Sandelsgatan,3.0,61, Gärdet,5380000,2019,5250000,1,1934
Rämensvägen,2.0,50, Årsta,2780000,2019,2495000,3,1945
Bohusgatan,3.5,79, Sofia,5510000,2019,4995000,4,1962
Årstavägen,3.0,64, Årsta,3500000,2019,3595000,7,1945
Toffelbacken,3.5,88, Älvsjö,2800000,2019,2300000,3,1970
Sköllerstagatan,3.0,74, Bandhagen,2600000,2019,2395000,1,2018
Jakob,4.5,140, Kungsholmen,14000000,2019,12490000,2,1925
Gamla,2.0,58, Älvsjö,2470000,2019,2480000,1,1925
Ölandsgatan,1.0,27, Södermalm,2700000,2019,2295000,3,1929
Hagmarksvägen,5.0,112, Spånga,4450000,2019,4250000,3,1961
Ragundagatan,6.0,70, Hässelby-Vällingby,5500000,2019,5495000,3,1952
Blomsterkungsvägen,6.0,118, Hässelby-Vällingby,3900000,2019,3950000,3,1972
Fruängstorget,2.0,45, Fruängen,2340000,2019,1895000,4,1960
Gubbkärrsvägen,2.0,54, Nockebyhov,2650000,2019,2495000,1,2016
Birger,2.0,35, Vasastan Östermalm,4100000,2019,3295000,3,1905
Östersundsgatan,1.0,39, Hässelby-Vällingby,2020000,2019,2100000,12,2015
Klädesvägen,2.0,61, Bromma Brommaplan,2805000,2019,3050000,12,2015
Fatburs,3.0,73, Södermalm,5350000,2019,4800000,6,1991
Sorögatan,3.0,82, Kista,2200000,2019,2345000,1,1978
Karlsviksgatan,2.0,42, Kungsholmen,3765000,2019,3575000,1,1929
Lustgårdsgatan,5.0,159, Kungsholmen,10400000,2019,10500000,8,2015
Fleminggatan,3.0,72, Kungsholmen,7160000,2019,5995000,6,1937
Stöttingsgränd,3.0,59, Västertorp,2950000,2019,2395000,3,1950
Starbovägen,4.0,98, Vällingby Nälsta,4365000,2019,3995000,3,1961
Riddargatan,3.0,79, Östermalm,7175000,2019,6995000,1,1938
Västmannagatan,2.0,28, Vasastan,3200000,2019,2895000,4,1963
Tomtebogatan,2.0,58, Vasastan,5450000,2019,4975000,5,1907
Bäckvägen,1.0,26, Hägerstensåsen,2100000,2019,1700000,1,1944
Störtloppsvägen,2.0,52, Västertorp,2450000,2019,2450000,3,2000
Marieviksgatan,4.0,99, Liljeholmskajen,5850000,2019,5195000,7,2010
Cedergrensvägen,2.0,26, Midsommarkransen,2150000,2019,2195000,4,2018
Nypongränd,1.0,22, Midsommarkransen,2350000,2019,1700000,1,1940
Nypongränd,1.0,22, Midsommarkransen,2350000,2019,1700000,1,1940
Adventsvägen,3.5,96, Midsommarkransen,5200000,2019,4750000,1,2017
Hundlokegränd,2.0,48, Hässelby,1995000,2019,1995000,1,2017
Hägerstensvägen,2.0,38, Mälarhöjden,3340000,2019,2975000,3,2019
Finn,3.0,64, Hammarbyhöjden,3500000,2019,3195000,1,1939
Hammarby,2.0,50, Hammarby Sjöstad,3275000,2019,2795000,2,2003
Stora,2.5,58, Långbro Park,3030000,2019,3000000,2,2008
Heleneborgsgatan,1.0,41, Södermalm,3820000,2019,3675000,2,1930
Sundbyvägen,2.0,43, Spånga Sundby,2000000,2019,1975000,2,1947
Tegnérgatan,2.0,48, Vasastan,4150000,2019,3895000,4,1929
Scheelegatan,3.0,114, Kungsholmen,9200000,2019,8975000,2,1988
Mirabellbacken,2.0,46, Hässelby Strand,1940000,2019,1695000,2,1958
Rådmansgatan,1.5,36, Vasastan,3350000,2019,2795000,1,1971
Dannemoragatan,3.0,56, Vasastan,4700000,2019,4495000,3,1947
Kammakargatan,1.0,31, Norrmalm,3000000,2019,2850000,2,1949
Dalagatan,2.0,58, Vasastan,6300000,2019,5695000,3,1903
Hornsgatan,1.0,27, Södermalm,2780000,2019,2350000,4,1928
Dalagatan,2.0,45, Vasastan,4400000,2019,4195000,4,1913
Pastellvägen,2.0,40, Blåsut,3210000,2019,2250000,1,1942
Tideliusgränd,3.0,86, Södermalm,6335000,2019,6275000,1,2019
Västgötagatan,3.0,85, Södermalm,6850000,2019,6495000,2,2009
Midsommargränd,2.0,45, Midsommarkransen,3230000,2019,2895000,3,2009
Kaplansbacken,2.0,41, Kungsholmen,4150000,2019,3295000,1,1915
Birger,1.0,19, Vasastan,2450000,2019,1995000,1,1929
Skarabacken,5.0,115, Hammarbyhöjden,6200000,2019,5950000,3,1991
Beckomberga,4.0,89, Bromma,4195000,2019,4195000,3,2015
Tomtebogatan,3.5,98, Vasastan,9400000,2019,8495000,3,1909
Sonja,4.0,94, Vasastan,7925000,2019,7750000,3,2018
Solberga,4.0,90, Älvsjö,3875000,2019,3695000,5,1985
Stångjärnsvägen,2.0,46, Bromma Johannesfred,2550000,2019,1995000,2,1946
Hägerstensvägen,1.0,31, Hägersten,2595000,2019,2495000,1,2019
Hägerstensvägen,1.0,31, Hägersten,2495000,2019,2495000,1,2019
Ulvsundavägen,2.5,70, Bromma Ulvsunda,3350000,2019,3400000,2,1928
Karaffgatan,2.0,54, Liljeholmskajen,4525000,2019,3995000,3,2013
Barnhemsvägen,5.0,120, Hässelby Norra Villastad,3620000,2019,2975000,3,1974
Slåttervallsgatan,3.0,74, Norra Djurgårdsstaden,5790000,2019,5895000,5,2014
Slåttervallsgatan,3.0,74, Norra Djurgårdsstaden,5790000,2019,5895000,5,2014
Ekshäradsgatan,2.0,64, Farsta Strand,2310000,2019,1895000,4,1983
Ystadsvägen,4.0,89, Björkhagen,5650000,2019,5650000,1,1999
Sankt,4.0,106, Kungsholmen,9500000,2019,7995000,5,1913
Götgatan,3.0,76, Södermalm Katarina,6825000,2019,5495000,5,1980
Ringvägen,2.0,48, Södermalm Katarina,4125000,2019,3750000,5,1917
Midsommarvägen,2.0,71, Midsommarkransen,4930000,2019,3850000,4,2008
Malmköpingsvägen,2.0,34, Örby,1880000,2019,1750000,1,1940
Ekehjelmstorget,2.0,59, Södermalm,4650000,2019,4190000,1,1983
Erik,1.0,37, Aspudden,2840000,2019,2195000,2,1938
Tackjärnsvägen,4.0,93, Johannesfred,5200000,2019,4745000,4,1989
Lotterivägen,2.0,56, Hägerstensåsen,3120000,2019,2495000,1,1948
Birger,1.5,36, Östermalm,3400000,2019,2995000,2,1970
Årstaskogs,3.0,73, Liljeholmen,5095000,2019,4495000,13,2018
Tjärhovsgatan,1.0,29, Södermalm,3000000,2019,2595000,1,1932
Bersågränd,4.0,104, Enskededalen,4950000,2019,3995000,1,1981
Linjemästarvägen,6.0,119, Vällingby Nälsta,4775000,2019,4395000,1,1973
Aprikosgatan,2.0,52, Hässelby Strand,1875000,2019,1875000,2,2005
Storängsgatan,1.5,35, Norra Djurgårdsstaden,2800000,2019,2495000,1,2014
Ola,2.0,34, Kristineberg,3200000,2019,3200000,3,1933
Fleminggatan,3.0,91, Kungsholmen,7550000,2019,6995000,3,1909
Rådmansgatan,1.5,36, Vasastan,3900000,2019,3275000,5,1971
Jakobsdalsvägen,4.0,81, Hägersten,5100000,2019,4795000,3,2011
Torsten,2.0,59, Aspudden,3600000,2019,3195000,2,1948
Slipgatan,1.0,25, Södermalm,2825000,2019,2295000,2,1948
Sjösabrinken,1.0,30, Högdalen,1840000,2019,1840000,4,1955
Tomtebogatan,2.0,57, Vasastan,5600000,2019,5150000,1,1920
Igelkottsvägen,6.0,166, Bromma Stora Mossen,15000000,2019,12900000,1,1939
Skaldevägen,4.0,79, Bromma Nockeby,4600000,2019,4495000,1,1931
Styrmansgatan,2.0,49, Östermalm,5250000,2019,4500000,2,1930
Västmannagatan,2.0,62, Vasastan,6700000,2019,6700000,3,1884
Valhallavägen,4.0,114, Östermalm,11500000,2019,11500000,3,1884
Industrigatan,2.0,53, Kungsholmen,5100000,2019,4595000,3,1884
Kungsholmsgatan,1.0,30, Kungsholmen,2800000,2019,2350000,6,1936
Marmorgatan,1.0,28, Södermalm Högalid,2410000,2019,2090000,6,1952
Kommendörsgatan,2.0,47, Östermalm,5150000,2019,4795000,4,1975
Karlbergsvägen,2.0,43, Vasastan,4370000,2019,3695000,2,1901
Kammakargatan,4.0,118, Vasastan,9400000,2019,8495000,3,1901
Robert,2.5,62, Birkastan,6650000,2019,5295000,2,1928
Bordsvägen,2.0,53, Enskede,2500000,2019,2295000,1,1946
Rottnerosbacken,5.0,130, Farsta centrum,5900000,2019,5450000,1,1964
Bondegatan,3.0,80, Södermalm,6350000,2019,6400000,1,1914
Lm,3.0,80, Telefonplan,5050000,2019,5050000,1,2009
Finngrundsvägen,2.0,41, Blåsut,3150000,2019,3150000,6,2019
Rusthållarvägen,1.0,19, Bagarmossen,1780000,2015,1395000,3,1953
Rusthållarvägen,3.0,70, Bagarmossen,2500000,2015,2395000,3,1954
Bergsrådsvägen,1.0,19, Bagarmossen,1480000,2015,1250000,3,1954
Bjulevägen,3.0,76, Stureby,2100000,2016,2194357,3,1954
Skagersvägen,2.0,45, Årsta,2500000,2016,2600000,3,1946
Finngrundsvägen,2.0,41, av,3110000,2019,2495000,5,2019
Inedalsgatan,1.0,29, Kungsholmen,3550000,2019,3700000,5,1911
Storskärsgatan,2.0,31, Gärdet,3200000,2019,2995000,1,1938
Korintvägen,2.0,43, Hökarängen,2455000,2019,1895000,3,2010
Snickarbacken,3.0,117, Östermalm,9850000,2019,10000000,1,1898
Ringvägen,2.0,55, Södermalm,4510000,2019,4800000,5,1926
Alströmergatan,2.0,45, Kungsholmen Fridhemsplan,4110000,2019,3550000,1,1932
Bohusgatan,4.0,98, Södermalm,7625000,2019,6975000,3,1967
Katarina,3.0,59, Södermalm,5660000,2019,4475000,3,1907
Småbrukarvägen,12.0,199, Spånga Sundby,7500000,2019,6975000,3,1968
Tivolivägen,3.0,66, Västberga,3050000,2019,2695000,2,1947
Blekingegatan,5.0,103, Södermalm SoFo,9600000,2019,8450000,1,1947
Bondegatan,1.0,35, Södermalm SoFo,3070000,2019,2495000,4,1880
Skeppargatan,3.0,52, Östermalm,4700000,2019,4475000,3,1932
Magnus,4.0,86, Södermalm,6000000,2019,5495000,2,1987
Svartensgatan,2.0,50, Södermalm,5400000,2019,4495000,3,1915
Borgarfjordsgatan,2.0,52, Kista Centrum,2700000,2019,2495000,25,2015
Ålbergavägen,4.0,86, Högdalen,3800000,2019,3875000,25,1958
Hammarby,3.0,79, Hammarby Sjöstad,5100000,2019,5100000,5,2016
Astrakangatan,2.0,55, Hässelby Gård,1850000,2019,1795000,1,1955
Astrakangatan,2.0,55, Hässelby Gård,1850000,2019,1795000,1,1955
Nathorstvägen,2.0,45, Johanneshov,2810000,2019,2495000,3,1938
Solberga,4.0,93, Älvsjö,3400000,2019,3295000,3,1985
Kristinehovsgatan,2.0,46, Södermalm,3200000,2019,2890000,1,1941
Swedenborgsgatan,1.0,32, Södermalm,3475000,2019,2750000,4,1903
Klara,2.0,56, Vasastan,12000000,2019,11495000,17,2015
Synålsvägen,2.0,44, Bromma Riksby,2650000,2019,2245000,2,1943
Bråvallagatan,2.5,68, Vasastan,6250000,2019,5750000,3,1927
Beckomberga,3.0,70, Beckomberga,3350000,2019,2995000,1,1927
Tunnlandsvägen,2.0,42, Bromma,2550000,2019,2195000,3,1944
Fleminggatan,1.0,22, Kungsholmen,2660000,2019,2195000,3,1923
Sankt,3.0,104, Vasastan,9725000,2019,8995000,2,1925
Herman,1.0,32, Bromma,2490000,2019,1995000,2,1926
Fållnäsgatan,67.0,67, Svedmyra,7160000,2019,6495000,2,1953
Sandhamnsgatan,3.0,73, Gärdet,5800000,2019,4995000,2,1966
Gävlegatan,2.0,50, Vasastan,4825000,2019,4695000,5,2017
Vittangigatan,1.5,41, Vällingby Centrum,1900000,2019,1795000,1,1952
Skridskovägen,2.0,54, Hägersten,3100000,2019,2495000,2,1949
Arvid,1.0,24, Bromma,1610000,2019,1595000,2,1952
Nina,4.0,88, Vasastan,6895000,2019,6895000,3,2017
Katarina,2.0,53, Södermalm,5350000,2019,4495000,3,1915
Blåsutvägen,2.0,52, Johanneshov,2800000,2019,2695000,1,1943
Hildebergsvägen,1.5,38, Liljeholmskajen,2465000,2019,1995000,1,2005
Vintrosagatan,2.0,57, Hagsätra,1800000,2019,1750000,1,1959
Blekingegatan,2.0,65, Katarina,5410000,2019,4750000,3,1941
Täppgränd,3.0,82, Enskede,2900000,2019,3000000,1,1982
Sjöbjörnsvägen,2.5,58, Gröndal,4550000,2019,3895000,2,1946
Kolsnarsvägen,2.0,43, Årsta,2805000,2019,2395000,3,1945
Lämmelgränd,4.0,91, Bromma Stora Mossen,5700000,2019,5990000,2,2018
Folkungagatan,1.5,39, Katarina,3300000,2019,2850000,3,1975
Lästmakargatan,2.0,50, Norrmalm,5100000,2019,4675000,1,2011
Creutzgatan,1.0,41, Kungsholmen,3200000,2019,3250000,2,1926
Nathorstvägen,2.0,40, Skärmarbrink,2820000,2019,2350000,3,1942
Upplandsgatan,3.0,86, Vasastan,8375000,2019,6850000,3,1974
Upplandsgatan,3.0,86, Vasastan,8375000,2019,6850000,3,1974
Hövdingagatan,3.0,63, Aspudden,4270000,2019,3595000,3,1949
Völundsgatan,2.0,42, Vasastan,3850000,2019,3750000,4,1929
Doktor,1.0,26, Fruängen,1810000,2019,1495000,3,1954
Tulegatan,3.0,96, Norrmalm,12500000,2019,9995000,4,1891
Gyllenborgsgatan,1.0,40, Kungsholmen,3100000,2019,2995000,3,1927
Geijersvägen,1.0,18, Thorildsplan,2150000,2019,1950000,2,1929
Kungsklippan,1.0,31, Kungsholmen,3360000,2019,2900000,5,1934
Handelsvägen,4.0,102, Gamla Enskede,6600000,2019,5900000,5,1963
Kungsholms,2.0,43, Kungsholmen,3845000,2019,3495000,5,1930
Jägargatan,2.0,44, Södermalm,3670000,2019,2995000,2,2005
Nina,3.0,66, Vasastan,5300000,2019,5495000,4,2018
Creutzgatan,1.0,35, Thorildsplan,2900000,2019,2975000,1,1927
Gränsholmsbacken,3.0,83, Vårberg,2400000,2019,2400000,1,1968
Lidnersgatan,2.0,39, Kungsholmen,2925000,2019,2795000,2,1938
Baltzar,2.0,46, Kungsholmen,4525000,2019,3995000,3,1930
Responsgatan,1.0,34, Telefonplan,2625000,2019,2475000,5,2019
Responsgatan,3.0,71, Telefonplan,3925000,2019,3675000,1,1968
Bjurholmsgatan,1.5,38, Södermalm,3270000,2019,2895000,1,1927
Margaretha,4.0,89, Aspudden,6500000,2019,5295000,6,2012
Öregrundsgatan,3.0,66, Gärdet,4740000,2019,4795000,4,1963
Sandhamnsgatan,2.0,50, Gärdet,3700000,2019,3495000,3,1962
Nordenflychtsvägen,3.0,82, Kungsholmen,5800000,2019,5800000,2,2008
Bolmensvägen,2.0,41, Årsta,2530000,2019,2250000,3,1944
Kristinebergsvägen,3.0,81, Kungsholmen,5500000,2019,5300000,2,1980
Sorögatan,4.0,92, Kista,2710000,2019,2850000,2,1978
Gyllenborgsgatan,1.5,41, Thorildsplan,3150000,2019,2995000,2,1927
Hälsingegatan,2.0,85, Vasastan,7830000,2019,7495000,1,1893
Döbelnsgatan,3.0,88, Norrmalm,13200000,2019,13200000,6,1930
Telefonvägen,3.0,81, Midsommarkransen,4860000,2019,4495000,6,1993
Fleminggatan,2.0,69, Kungsholmen,6070000,2019,5900000,1,1906
Dalagatan,2.0,42, Vasastan,3800000,2019,3850000,4,1929
Kristallvägen,3.0,67, Hägersten,3025000,2019,2795000,2,1950
Kristallvägen,3.0,67, Hägersten,3025000,2019,2795000,2,1950
Johan,4.0,91, Älvsjö Långbro,4000000,2019,3495000,3,1936
Borgarfjordsgatan,3.0,89, Kista,3995000,2019,3995000,35,2015
Stavangergatan,3.0,63, Husby,1850000,2019,1695000,1,1974
